#Standard Solar Model (BP2004)
#
#astro-ph/0402114
#
#Columns in the Standard Model table (below) represent:
#
#1)  Mass fraction in units of the solar mass
#2)  Radius of the zone in units of one solar radius
#3)  Temperature in units of deg (K)
#4)  Density in units of g/cm^3
#5)  Pressure in units of dyn/cm^2
#6)  Luminosity fraction in units of the solar luminosity
#7)  X(^1H): the hydrogen mass fraction
#8)  X(^4He): the helium 4 mass fraction
#9)  X(^3He): the helium 3 mass fraction
#10) X(^12C): the carbon 12 mass fraction
#11) X(^14N): the nitrogen 14 mass fraction
#12) X(^16O): the oxygen 16 mass fraction
#
# Lsun 3.8418E+33
# Rsun 6.9598E+10
# The Table begins here.
#
#
#  M/Msun    R/Rsun      T         Rho        P        L/Lsun      X        Y        He3      C12       N14       O16
 0.1327138  0.12642  1.206e+07  6.968e+01  1.042e+17  0.64702  0.59738  0.38326  8.31e-05  1.24e-05  4.82e-03  9.00e-03  
 0.1338117  0.12689  1.204e+07  6.940e+01  1.037e+17  0.65007  0.59826  0.38239  8.41e-05  1.24e-05  4.82e-03  9.00e-03  
 0.1349176  0.12735  1.202e+07  6.911e+01  1.031e+17  0.65311  0.59913  0.38152  8.51e-05  1.24e-05  4.82e-03  9.00e-03  
 0.1360314  0.12782  1.200e+07  6.883e+01  1.026e+17  0.65615  0.60001  0.38064  8.60e-05  1.23e-05  4.82e-03  9.00e-03  
 0.1371520  0.12828  1.198e+07  6.854e+01  1.021e+17  0.65918  0.60088  0.37977  8.70e-05  1.23e-05  4.82e-03  9.00e-03  
 0.1382818  0.12875  1.197e+07  6.826e+01  1.016e+17  0.66221  0.60175  0.37891  8.81e-05  1.23e-05  4.82e-03  9.00e-03  
 0.1394172  0.12922  1.195e+07  6.798e+01  1.011e+17  0.66523  0.60262  0.37804  8.91e-05  1.22e-05  4.82e-03  9.00e-03  
 0.1405620  0.12970  1.193e+07  6.769e+01  1.006e+17  0.66825  0.60348  0.37717  9.01e-05  1.22e-05  4.82e-03  9.00e-03  
 0.1417137  0.13017  1.191e+07  6.741e+01  1.001e+17  0.67127  0.60435  0.37631  9.12e-05  1.22e-05  4.82e-03  9.00e-03  
 0.1428735  0.13065  1.189e+07  6.712e+01  9.957e+16  0.67428  0.60521  0.37545  9.23e-05  1.22e-05  4.82e-03  8.99e-03  
 0.1440416  0.13112  1.187e+07  6.684e+01  9.906e+16  0.67728  0.60607  0.37459  9.34e-05  1.22e-05  4.82e-03  8.99e-03  
 0.1452180  0.13160  1.185e+07  6.655e+01  9.855e+16  0.68028  0.60693  0.37373  9.45e-05  1.22e-05  4.82e-03  8.99e-03  
 0.1464027  0.13209  1.183e+07  6.627e+01  9.804e+16  0.68328  0.60779  0.37288  9.56e-05  1.23e-05  4.82e-03  8.99e-03  
 0.1475957  0.13257  1.182e+07  6.598e+01  9.753e+16  0.68627  0.60864  0.37202  9.68e-05  1.23e-05  4.82e-03  8.99e-03  
 0.1487959  0.13306  1.180e+07  6.570e+01  9.701e+16  0.68925  0.60950  0.37117  9.80e-05  1.24e-05  4.81e-03  8.99e-03  
 0.1500058  0.13354  1.178e+07  6.541e+01  9.650e+16  0.69223  0.61035  0.37032  9.91e-05  1.26e-05  4.81e-03  8.99e-03  
 0.1512243  0.13403  1.176e+07  6.513e+01  9.599e+16  0.69520  0.61120  0.36947  1.00e-04  1.27e-05  4.81e-03  8.99e-03  
 0.1524499  0.13452  1.174e+07  6.484e+01  9.548e+16  0.69816  0.61205  0.36862  1.02e-04  1.30e-05  4.81e-03  8.99e-03  
 0.1536855  0.13502  1.172e+07  6.455e+01  9.496e+16  0.70112  0.61289  0.36778  1.03e-04  1.33e-05  4.81e-03  8.98e-03  
 0.1549297  0.13551  1.170e+07  6.427e+01  9.445e+16  0.70408  0.61374  0.36693  1.04e-04  1.37e-05  4.81e-03  8.98e-03  
 0.1561827  0.13601  1.168e+07  6.398e+01  9.394e+16  0.70703  0.61458  0.36609  1.05e-04  1.41e-05  4.81e-03  8.98e-03  
 0.1574444  0.13651  1.166e+07  6.370e+01  9.342e+16  0.70997  0.61542  0.36525  1.07e-04  1.47e-05  4.81e-03  8.98e-03  
 0.1587162  0.13701  1.164e+07  6.341e+01  9.291e+16  0.71290  0.61626  0.36442  1.08e-04  1.55e-05  4.80e-03  8.98e-03  
 0.1599956  0.13752  1.162e+07  6.312e+01  9.239e+16  0.71583  0.61709  0.36358  1.09e-04  1.63e-05  4.80e-03  8.98e-03  
 0.1612852  0.13802  1.160e+07  6.284e+01  9.188e+16  0.71875  0.61793  0.36275  1.11e-04  1.74e-05  4.80e-03  8.98e-03  
 0.1625839  0.13853  1.158e+07  6.255e+01  9.136e+16  0.72167  0.61876  0.36192  1.12e-04  1.87e-05  4.80e-03  8.98e-03  
 0.1638930  0.13904  1.156e+07  6.226e+01  9.085e+16  0.72457  0.61959  0.36109  1.14e-04  2.02e-05  4.79e-03  8.98e-03  
 0.1652097  0.13956  1.154e+07  6.198e+01  9.033e+16  0.72748  0.62042  0.36026  1.15e-04  2.21e-05  4.79e-03  8.97e-03  
 0.1665384  0.14007  1.152e+07  6.169e+01  8.982e+16  0.73037  0.62125  0.35943  1.17e-04  2.42e-05  4.79e-03  8.97e-03  
 0.1678749  0.14059  1.150e+07  6.140e+01  8.930e+16  0.73326  0.62207  0.35861  1.18e-04  2.68e-05  4.78e-03  8.97e-03  
 0.1692222  0.14111  1.148e+07  6.111e+01  8.878e+16  0.73613  0.62289  0.35779  1.20e-04  2.98e-05  4.78e-03  8.97e-03  
 0.1705787  0.14163  1.146e+07  6.083e+01  8.827e+16  0.73901  0.62371  0.35697  1.21e-04  3.32e-05  4.77e-03  8.97e-03  
 0.1719461  0.14216  1.144e+07  6.054e+01  8.775e+16  0.74187  0.62453  0.35615  1.23e-04  3.72e-05  4.77e-03  8.97e-03  
 0.1733229  0.14269  1.142e+07  6.025e+01  8.723e+16  0.74473  0.62535  0.35534  1.24e-04  4.18e-05  4.76e-03  8.97e-03  
 0.1747108  0.14322  1.140e+07  5.996e+01  8.672e+16  0.74757  0.62616  0.35452  1.26e-04  4.71e-05  4.75e-03  8.97e-03  
 0.1761083  0.14375  1.138e+07  5.967e+01  8.620e+16  0.75041  0.62697  0.35371  1.28e-04  5.31e-05  4.74e-03  8.97e-03  
 0.1775169  0.14428  1.136e+07  5.939e+01  8.568e+16  0.75325  0.62778  0.35291  1.29e-04  5.99e-05  4.73e-03  8.96e-03  
 0.1789352  0.14482  1.134e+07  5.910e+01  8.516e+16  0.75607  0.62859  0.35210  1.31e-04  6.77e-05  4.72e-03  8.96e-03  
 0.1803649  0.14536  1.132e+07  5.881e+01  8.464e+16  0.75889  0.62940  0.35129  1.33e-04  7.63e-05  4.70e-03  8.96e-03  
 0.1818059  0.14591  1.130e+07  5.852e+01  8.412e+16  0.76169  0.63020  0.35049  1.35e-04  8.61e-05  4.69e-03  8.96e-03  
 0.1832569  0.14645  1.128e+07  5.823e+01  8.360e+16  0.76449  0.63100  0.34969  1.37e-04  9.69e-05  4.67e-03  8.96e-03  
 0.1847178  0.14700  1.126e+07  5.794e+01  8.308e+16  0.76728  0.63180  0.34889  1.38e-04  1.09e-04  4.65e-03  8.96e-03  
 0.1861920  0.14755  1.124e+07  5.765e+01  8.256e+16  0.77006  0.63259  0.34810  1.40e-04  1.22e-04  4.63e-03  8.96e-03  
 0.1876764  0.14811  1.121e+07  5.736e+01  8.204e+16  0.77283  0.63339  0.34731  1.42e-04  1.37e-04  4.61e-03  8.96e-03  
 0.1891725  0.14867  1.119e+07  5.707e+01  8.152e+16  0.77559  0.63418  0.34651  1.44e-04  1.53e-04  4.59e-03  8.95e-03  
 0.1906789  0.14923  1.117e+07  5.678e+01  8.100e+16  0.77835  0.63497  0.34573  1.46e-04  1.71e-04  4.56e-03  8.95e-03  
 0.1921974  0.14979  1.115e+07  5.648e+01  8.048e+16  0.78109  0.63576  0.34494  1.48e-04  1.90e-04  4.53e-03  8.95e-03  
 0.1937279  0.15036  1.113e+07  5.619e+01  7.996e+16  0.78382  0.63654  0.34416  1.50e-04  2.11e-04  4.50e-03  8.95e-03  
 0.1952706  0.15093  1.111e+07  5.590e+01  7.944e+16  0.78655  0.63732  0.34337  1.53e-04  2.33e-04  4.47e-03  8.95e-03  
 0.1968255  0.15150  1.109e+07  5.561e+01  7.892e+16  0.78926  0.63810  0.34259  1.55e-04  2.57e-04  4.43e-03  8.95e-03  
 0.1983912  0.15207  1.106e+07  5.532e+01  7.840e+16  0.79196  0.63888  0.34182  1.57e-04  2.83e-04  4.39e-03  8.95e-03  
 0.1999710  0.15265  1.104e+07  5.502e+01  7.787e+16  0.79466  0.63966  0.34104  1.59e-04  3.11e-04  4.35e-03  8.95e-03  
 0.2015616  0.15323  1.102e+07  5.473e+01  7.735e+16  0.79734  0.64043  0.34027  1.62e-04  3.41e-04  4.30e-03  8.95e-03  
 0.2031649  0.15382  1.100e+07  5.444e+01  7.683e+16  0.80001  0.64120  0.33950  1.64e-04  3.72e-04  4.26e-03  8.94e-03  
 0.2047809  0.15441  1.098e+07  5.414e+01  7.630e+16  0.80267  0.64197  0.33873  1.66e-04  4.05e-04  4.21e-03  8.94e-03  
 0.2064098  0.15500  1.095e+07  5.385e+01  7.578e+16  0.80532  0.64273  0.33797  1.69e-04  4.40e-04  4.16e-03  8.94e-03  
 0.2080517  0.15559  1.093e+07  5.355e+01  7.526e+16  0.80796  0.64349  0.33720  1.71e-04  4.77e-04  4.10e-03  8.94e-03  
 0.2097066  0.15619  1.091e+07  5.326e+01  7.473e+16  0.81059  0.64425  0.33644  1.74e-04  5.16e-04  4.04e-03  8.94e-03  
 0.2113747  0.15680  1.089e+07  5.296e+01  7.421e+16  0.81321  0.64501  0.33569  1.77e-04  5.56e-04  3.98e-03  8.94e-03  
 0.2130560  0.15740  1.086e+07  5.267e+01  7.368e+16  0.81581  0.64577  0.33493  1.79e-04  5.98e-04  3.92e-03  8.94e-03  
 0.2147489  0.15801  1.084e+07  5.237e+01  7.316e+16  0.81841  0.64652  0.33418  1.82e-04  6.42e-04  3.85e-03  8.94e-03  
 0.2164589  0.15862  1.082e+07  5.208e+01  7.264e+16  0.82099  0.64727  0.33343  1.85e-04  6.88e-04  3.79e-03  8.93e-03  
 0.2181807  0.15924  1.080e+07  5.178e+01  7.211e+16  0.82356  0.64802  0.33268  1.88e-04  7.35e-04  3.72e-03  8.93e-03  
 0.2199162  0.15986  1.077e+07  5.148e+01  7.158e+16  0.82612  0.64876  0.33194  1.91e-04  7.83e-04  3.64e-03  8.93e-03  
 0.2216655  0.16048  1.075e+07  5.119e+01  7.106e+16  0.82866  0.64950  0.33119  1.93e-04  8.33e-04  3.57e-03  8.93e-03  
 0.2234307  0.16111  1.073e+07  5.089e+01  7.053e+16  0.83119  0.65024  0.33046  1.97e-04  8.84e-04  3.50e-03  8.93e-03  
 0.2252099  0.16174  1.070e+07  5.059e+01  7.001e+16  0.83371  0.65098  0.32972  2.00e-04  9.36e-04  3.42e-03  8.93e-03  
 0.2270033  0.16238  1.068e+07  5.029e+01  6.948e+16  0.83622  0.65171  0.32899  2.03e-04  9.89e-04  3.34e-03  8.93e-03  
 0.2288110  0.16302  1.066e+07  4.999e+01  6.895e+16  0.83871  0.65244  0.32826  2.06e-04  1.04e-03  3.26e-03  8.93e-03  
 0.2306350  0.16366  1.063e+07  4.969e+01  6.843e+16  0.84119  0.65317  0.32753  2.09e-04  1.10e-03  3.18e-03  8.92e-03  
 0.2324737  0.16431  1.061e+07  4.939e+01  6.790e+16  0.84365  0.65389  0.32680  2.13e-04  1.15e-03  3.10e-03  8.92e-03  
 0.2343270  0.16496  1.059e+07  4.909e+01  6.737e+16  0.84611  0.65461  0.32608  2.16e-04  1.21e-03  3.02e-03  8.92e-03  
 0.2361950  0.16562  1.056e+07  4.879e+01  6.685e+16  0.84854  0.65533  0.32536  2.20e-04  1.27e-03  2.94e-03  8.92e-03  
 0.2380801  0.16628  1.054e+07  4.849e+01  6.632e+16  0.85096  0.65604  0.32465  2.24e-04  1.32e-03  2.85e-03  8.92e-03  
 0.2399802  0.16694  1.051e+07  4.819e+01  6.579e+16  0.85337  0.65676  0.32393  2.27e-04  1.38e-03  2.77e-03  8.92e-03  
 0.2418976  0.16761  1.049e+07  4.789e+01  6.526e+16  0.85576  0.65746  0.32323  2.31e-04  1.44e-03  2.69e-03  8.92e-03  
 0.2438302  0.16829  1.047e+07  4.759e+01  6.473e+16  0.85814  0.65817  0.32252  2.35e-04  1.49e-03  2.61e-03  8.92e-03  
 0.2457784  0.16896  1.044e+07  4.728e+01  6.421e+16  0.86050  0.65887  0.32182  2.39e-04  1.55e-03  2.53e-03  8.91e-03  
 0.2477443  0.16965  1.042e+07  4.698e+01  6.368e+16  0.86285  0.65957  0.32112  2.43e-04  1.61e-03  2.45e-03  8.91e-03  
 0.2497259  0.17034  1.039e+07  4.668e+01  6.315e+16  0.86518  0.66026  0.32042  2.47e-04  1.66e-03  2.37e-03  8.91e-03  
 0.2517256  0.17103  1.037e+07  4.637e+01  6.262e+16  0.86750  0.66095  0.31973  2.52e-04  1.72e-03  2.30e-03  8.91e-03  
 0.2537412  0.17173  1.034e+07  4.607e+01  6.209e+16  0.86979  0.66164  0.31904  2.56e-04  1.78e-03  2.22e-03  8.91e-03  
 0.2557753  0.17243  1.032e+07  4.576e+01  6.156e+16  0.87207  0.66232  0.31836  2.60e-04  1.83e-03  2.15e-03  8.91e-03  
 0.2578257  0.17313  1.029e+07  4.546e+01  6.103e+16  0.87434  0.66300  0.31768  2.65e-04  1.88e-03  2.08e-03  8.91e-03  
 0.2598925  0.17385  1.027e+07  4.515e+01  6.050e+16  0.87659  0.66368  0.31700  2.70e-04  1.94e-03  2.01e-03  8.90e-03  
 0.2619782  0.17456  1.024e+07  4.484e+01  5.998e+16  0.87882  0.66435  0.31633  2.75e-04  1.99e-03  1.94e-03  8.90e-03  
 0.2640829  0.17529  1.022e+07  4.454e+01  5.945e+16  0.88103  0.66501  0.31566  2.80e-04  2.04e-03  1.88e-03  8.90e-03  
 0.2662046  0.17601  1.019e+07  4.423e+01  5.892e+16  0.88323  0.66568  0.31499  2.85e-04  2.09e-03  1.82e-03  8.90e-03  
 0.2683456  0.17675  1.017e+07  4.392e+01  5.839e+16  0.88540  0.66634  0.31433  2.90e-04  2.14e-03  1.76e-03  8.90e-03  
 0.2705039  0.17748  1.014e+07  4.361e+01  5.786e+16  0.88756  0.66699  0.31367  2.95e-04  2.19e-03  1.70e-03  8.90e-03  
 0.2726795  0.17823  1.011e+07  4.331e+01  5.733e+16  0.88970  0.66764  0.31302  3.01e-04  2.23e-03  1.65e-03  8.90e-03  
 0.2748750  0.17898  1.009e+07  4.300e+01  5.680e+16  0.89183  0.66829  0.31237  3.07e-04  2.28e-03  1.60e-03  8.90e-03  
 0.2770907  0.17973  1.006e+07  4.269e+01  5.627e+16  0.89393  0.66893  0.31173  3.12e-04  2.32e-03  1.55e-03  8.89e-03  
 0.2793242  0.18049  1.004e+07  4.238e+01  5.574e+16  0.89602  0.66957  0.31109  3.18e-04  2.37e-03  1.50e-03  8.89e-03  
 0.2815757  0.18126  1.001e+07  4.207e+01  5.521e+16  0.89808  0.67020  0.31045  3.25e-04  2.41e-03  1.46e-03  8.89e-03  
 0.2838479  0.18203  9.983e+06  4.176e+01  5.469e+16  0.90013  0.67083  0.30982  3.31e-04  2.45e-03  1.42e-03  8.89e-03  
 0.2861384  0.18280  9.956e+06  4.145e+01  5.416e+16  0.90215  0.67145  0.30919  3.37e-04  2.49e-03  1.38e-03  8.89e-03  
 0.2884499  0.18359  9.930e+06  4.113e+01  5.363e+16  0.90416  0.67207  0.30857  3.44e-04  2.52e-03  1.35e-03  8.89e-03  
 0.2907801  0.18438  9.903e+06  4.082e+01  5.310e+16  0.90615  0.67268  0.30795  3.51e-04  2.56e-03  1.31e-03  8.89e-03  
 0.2931291  0.18517  9.876e+06  4.051e+01  5.258e+16  0.90811  0.67329  0.30734  3.58e-04  2.60e-03  1.28e-03  8.88e-03  
 0.2954997  0.18597  9.849e+06  4.020e+01  5.205e+16  0.91006  0.67390  0.30673  3.65e-04  2.63e-03  1.25e-03  8.88e-03  
 0.2978868  0.18678  9.821e+06  3.988e+01  5.152e+16  0.91198  0.67450  0.30613  3.72e-04  2.66e-03  1.22e-03  8.88e-03  
 0.3002985  0.18759  9.794e+06  3.957e+01  5.100e+16  0.91389  0.67509  0.30553  3.80e-04  2.69e-03  1.20e-03  8.88e-03  
 0.3027270  0.18841  9.767e+06  3.926e+01  5.047e+16  0.91577  0.67568  0.30493  3.88e-04  2.72e-03  1.18e-03  8.88e-03  
 0.3051779  0.18923  9.739e+06  3.894e+01  4.995e+16  0.91763  0.67627  0.30434  3.96e-04  2.75e-03  1.16e-03  8.88e-03  
 0.3076459  0.19007  9.711e+06  3.863e+01  4.943e+16  0.91947  0.67685  0.30376  4.04e-04  2.78e-03  1.14e-03  8.88e-03  
 0.3101366  0.19090  9.683e+06  3.832e+01  4.890e+16  0.92129  0.67742  0.30318  4.13e-04  2.80e-03  1.12e-03  8.87e-03  
 0.3126475  0.19175  9.655e+06  3.800e+01  4.838e+16  0.92309  0.67799  0.30260  4.21e-04  2.83e-03  1.10e-03  8.87e-03  
 0.3151787  0.19260  9.627e+06  3.769e+01  4.786e+16  0.92487  0.67855  0.30203  4.30e-04  2.85e-03  1.09e-03  8.87e-03  
 0.3177304  0.19345  9.599e+06  3.737e+01  4.734e+16  0.92662  0.67911  0.30147  4.40e-04  2.87e-03  1.07e-03  8.87e-03  
 0.3203027  0.19432  9.571e+06  3.706e+01  4.682e+16  0.92835  0.67966  0.30091  4.49e-04  2.90e-03  1.06e-03  8.87e-03  
 0.3228959  0.19519  9.542e+06  3.674e+01  4.630e+16  0.93006  0.68021  0.30035  4.59e-04  2.92e-03  1.05e-03  8.87e-03  
 0.3255101  0.19606  9.514e+06  3.642e+01  4.578e+16  0.93175  0.68076  0.29980  4.69e-04  2.93e-03  1.04e-03  8.87e-03  
 0.3281425  0.19695  9.485e+06  3.611e+01  4.526e+16  0.93342  0.68129  0.29926  4.80e-04  2.95e-03  1.03e-03  8.86e-03  
 0.3307962  0.19784  9.456e+06  3.579e+01  4.475e+16  0.93506  0.68182  0.29872  4.90e-04  2.97e-03  1.02e-03  8.86e-03  
 0.3334714  0.19873  9.427e+06  3.548e+01  4.423e+16  0.93668  0.68235  0.29819  5.02e-04  2.99e-03  1.02e-03  8.86e-03  
 0.3361683  0.19964  9.398e+06  3.516e+01  4.372e+16  0.93827  0.68287  0.29766  5.13e-04  3.00e-03  1.01e-03  8.86e-03  
 0.3388840  0.20055  9.369e+06  3.485e+01  4.321e+16  0.93985  0.68338  0.29714  5.25e-04  3.02e-03  1.00e-03  8.86e-03  
 0.3416186  0.20146  9.340e+06  3.453e+01  4.270e+16  0.94140  0.68389  0.29662  5.37e-04  3.03e-03  9.98e-04  8.86e-03  
 0.3443752  0.20239  9.310e+06  3.421e+01  4.219e+16  0.94292  0.68440  0.29610  5.49e-04  3.04e-03  9.93e-04  8.86e-03  
 0.3471541  0.20332  9.281e+06  3.390e+01  4.168e+16  0.94443  0.68489  0.29560  5.62e-04  3.05e-03  9.89e-04  8.85e-03  
 0.3499493  0.20425  9.251e+06  3.358e+01  4.117e+16  0.94591  0.68539  0.29510  5.76e-04  3.07e-03  9.85e-04  8.85e-03  
 0.3527670  0.20520  9.222e+06  3.327e+01  4.067e+16  0.94736  0.68587  0.29460  5.89e-04  3.08e-03  9.82e-04  8.85e-03  
 0.3556074  0.20615  9.192e+06  3.295e+01  4.017e+16  0.94880  0.68635  0.29411  6.03e-04  3.09e-03  9.78e-04  8.85e-03  
 0.3584644  0.20711  9.162e+06  3.264e+01  3.967e+16  0.95021  0.68683  0.29362  6.18e-04  3.09e-03  9.76e-04  8.85e-03  
 0.3613411  0.20807  9.132e+06  3.232e+01  3.917e+16  0.95159  0.68729  0.29314  6.33e-04  3.10e-03  9.73e-04  8.85e-03  
 0.3642377  0.20905  9.102e+06  3.201e+01  3.867e+16  0.95296  0.68776  0.29267  6.49e-04  3.11e-03  9.71e-04  8.85e-03  
 0.3671543  0.21002  9.072e+06  3.169e+01  3.817e+16  0.95430  0.68821  0.29220  6.65e-04  3.12e-03  9.69e-04  8.84e-03  
 0.3700911  0.21101  9.042e+06  3.138e+01  3.768e+16  0.95561  0.68866  0.29174  6.81e-04  3.13e-03  9.67e-04  8.84e-03  
 0.3730447  0.21200  9.011e+06  3.106e+01  3.719e+16  0.95690  0.68911  0.29128  6.98e-04  3.13e-03  9.65e-04  8.84e-03  
 0.3760186  0.21300  8.981e+06  3.075e+01  3.670e+16  0.95817  0.68954  0.29083  7.16e-04  3.14e-03  9.64e-04  8.84e-03  
 0.3790129  0.21401  8.950e+06  3.044e+01  3.621e+16  0.95942  0.68997  0.29038  7.34e-04  3.14e-03  9.63e-04  8.84e-03  
 0.3820244  0.21503  8.920e+06  3.012e+01  3.573e+16  0.96064  0.69040  0.28994  7.53e-04  3.15e-03  9.62e-04  8.84e-03  
 0.3850530  0.21605  8.889e+06  2.981e+01  3.525e+16  0.96184  0.69082  0.28950  7.73e-04  3.15e-03  9.60e-04  8.83e-03  
 0.3880988  0.21708  8.858e+06  2.950e+01  3.477e+16  0.96301  0.69123  0.28907  7.93e-04  3.16e-03  9.60e-04  8.83e-03  
 0.3911653  0.21811  8.827e+06  2.919e+01  3.429e+16  0.96416  0.69164  0.28865  8.14e-04  3.16e-03  9.59e-04  8.83e-03  
 0.3942490  0.21916  8.797e+06  2.888e+01  3.382e+16  0.96529  0.69204  0.28823  8.35e-04  3.17e-03  9.58e-04  8.83e-03  
 0.3973466  0.22021  8.766e+06  2.857e+01  3.335e+16  0.96639  0.69244  0.28782  8.57e-04  3.17e-03  9.57e-04  8.83e-03  
 0.4004650  0.22126  8.735e+06  2.826e+01  3.288e+16  0.96748  0.69282  0.28741  8.80e-04  3.17e-03  9.57e-04  8.83e-03  
 0.4035972  0.22233  8.703e+06  2.795e+01  3.241e+16  0.96853  0.69321  0.28701  9.04e-04  3.18e-03  9.56e-04  8.83e-03  
 0.4067469  0.22340  8.672e+06  2.765e+01  3.195e+16  0.96957  0.69358  0.28661  9.29e-04  3.18e-03  9.55e-04  8.82e-03  
 0.4099103  0.22447  8.641e+06  2.734e+01  3.149e+16  0.97058  0.69395  0.28622  9.54e-04  3.18e-03  9.55e-04  8.82e-03  
 0.4130910  0.22556  8.610e+06  2.704e+01  3.103e+16  0.97157  0.69431  0.28583  9.80e-04  3.18e-03  9.54e-04  8.82e-03  
 0.4162854  0.22665  8.579e+06  2.673e+01  3.058e+16  0.97254  0.69467  0.28545  1.01e-03  3.19e-03  9.54e-04  8.82e-03  
 0.4194972  0.22775  8.547e+06  2.643e+01  3.013e+16  0.97349  0.69502  0.28507  1.04e-03  3.19e-03  9.54e-04  8.82e-03  
 0.4227189  0.22885  8.516e+06  2.613e+01  2.968e+16  0.97441  0.69537  0.28470  1.07e-03  3.19e-03  9.53e-04  8.82e-03  
 0.4259579  0.22997  8.484e+06  2.583e+01  2.923e+16  0.97532  0.69570  0.28434  1.10e-03  3.19e-03  9.53e-04  8.82e-03  
 0.4292066  0.23108  8.453e+06  2.553e+01  2.879e+16  0.97620  0.69604  0.28398  1.13e-03  3.19e-03  9.53e-04  8.81e-03  
 0.4324724  0.23221  8.422e+06  2.523e+01  2.836e+16  0.97706  0.69636  0.28362  1.16e-03  3.19e-03  9.52e-04  8.81e-03  
 0.4357479  0.23334  8.390e+06  2.493e+01  2.792e+16  0.97790  0.69668  0.28327  1.19e-03  3.19e-03  9.52e-04  8.81e-03  
 0.4390365  0.23448  8.359e+06  2.463e+01  2.749e+16  0.97872  0.69699  0.28293  1.23e-03  3.19e-03  9.52e-04  8.81e-03  
 0.4423344  0.23563  8.327e+06  2.434e+01  2.707e+16  0.97951  0.69730  0.28259  1.26e-03  3.20e-03  9.51e-04  8.81e-03  
 0.4456454  0.23678  8.295e+06  2.405e+01  2.664e+16  0.98029  0.69760  0.28225  1.30e-03  3.20e-03  9.51e-04  8.81e-03  
 0.4489654  0.23793  8.264e+06  2.375e+01  2.622e+16  0.98105  0.69790  0.28192  1.34e-03  3.20e-03  9.51e-04  8.81e-03  
 0.4522942  0.23910  8.232e+06  2.346e+01  2.581e+16  0.98179  0.69819  0.28160  1.38e-03  3.20e-03  9.51e-04  8.80e-03  
 0.4556357  0.24027  8.201e+06  2.318e+01  2.540e+16  0.98250  0.69847  0.28128  1.42e-03  3.20e-03  9.50e-04  8.80e-03  
 0.4589817  0.24145  8.169e+06  2.289e+01  2.499e+16  0.98320  0.69874  0.28096  1.46e-03  3.20e-03  9.50e-04  8.80e-03  
 0.4623401  0.24263  8.138e+06  2.260e+01  2.459e+16  0.98388  0.69901  0.28065  1.51e-03  3.20e-03  9.50e-04  8.80e-03  
 0.4657026  0.24382  8.106e+06  2.232e+01  2.419e+16  0.98454  0.69928  0.28034  1.56e-03  3.20e-03  9.50e-04  8.80e-03  
 0.4690731  0.24501  8.075e+06  2.204e+01  2.379e+16  0.98519  0.69954  0.28004  1.61e-03  3.20e-03  9.50e-04  8.80e-03  
 0.4724514  0.24621  8.043e+06  2.176e+01  2.340e+16  0.98581  0.69979  0.27974  1.66e-03  3.20e-03  9.49e-04  8.80e-03  
 0.4758373  0.24742  8.012e+06  2.148e+01  2.301e+16  0.98642  0.70004  0.27944  1.71e-03  3.20e-03  9.49e-04  8.79e-03  
 0.4792265  0.24863  7.980e+06  2.120e+01  2.263e+16  0.98701  0.70028  0.27915  1.76e-03  3.20e-03  9.49e-04  8.79e-03  
 0.4826185  0.24985  7.949e+06  2.093e+01  2.225e+16  0.98759  0.70051  0.27886  1.82e-03  3.20e-03  9.49e-04  8.79e-03  
 0.4860176  0.25107  7.917e+06  2.065e+01  2.188e+16  0.98815  0.70074  0.27858  1.88e-03  3.20e-03  9.49e-04  8.79e-03  
 0.4894190  0.25230  7.886e+06  2.038e+01  2.151e+16  0.98869  0.70096  0.27830  1.94e-03  3.20e-03  9.49e-04  8.79e-03  
 0.4928269  0.25354  7.855e+06  2.011e+01  2.114e+16  0.98921  0.70118  0.27802  2.00e-03  3.20e-03  9.48e-04  8.79e-03  
 0.4962368  0.25478  7.823e+06  1.985e+01  2.078e+16  0.98972  0.70139  0.27774  2.06e-03  3.20e-03  9.48e-04  8.79e-03  
 0.4996439  0.25602  7.792e+06  1.958e+01  2.042e+16  0.99022  0.70160  0.27747  2.13e-03  3.20e-03  9.48e-04  8.78e-03  
 0.5030568  0.25727  7.761e+06  1.932e+01  2.007e+16  0.99070  0.70180  0.27720  2.20e-03  3.20e-03  9.48e-04  8.78e-03  
 0.5064752  0.25853  7.730e+06  1.906e+01  1.972e+16  0.99116  0.70200  0.27694  2.27e-03  3.20e-03  9.48e-04  8.78e-03  
 0.5098898  0.25979  7.699e+06  1.880e+01  1.938e+16  0.99161  0.70219  0.27668  2.34e-03  3.20e-03  9.48e-04  8.78e-03  
 0.5133051  0.26106  7.667e+06  1.854e+01  1.904e+16  0.99205  0.70238  0.27642  2.42e-03  3.20e-03  9.47e-04  8.78e-03  
 0.5167204  0.26233  7.636e+06  1.829e+01  1.870e+16  0.99247  0.70256  0.27617  2.49e-03  3.20e-03  9.47e-04  8.78e-03  
 0.5201357  0.26361  7.605e+06  1.803e+01  1.837e+16  0.99287  0.70274  0.27592  2.56e-03  3.20e-03  9.47e-04  8.78e-03  
 0.5235552  0.26489  7.574e+06  1.778e+01  1.804e+16  0.99326  0.70292  0.27568  2.63e-03  3.20e-03  9.47e-04  8.77e-03  
